Node 0, start at 682, c: 5
Node 1, start at 498, c: 11
Node 2, start at 496, c: 3
Node 3, start at 144, c: 7
Node 4, start at 492, c: 3
Node 5, start at 789, c: 5
Node 6, start at 950, c: 5
Node 7, start at 910, c: 19
Node 8, start at 742, c: 5
Node 9, start at 10, c: 13
Node 10, start at 570, c: 5
Node 11, start at 137, c: 5
Node 12, start at 233, c: 13
Node 13, start at 277, c: 3
Node 14, start at 567, c: 13
Node 15, start at 536, c: 7
Node 16, start at 936, c: 7
Node 17, start at 309, c: 11
Node 18, start at 112, c: 11
Node 19, start at 359, c: 19
Node 20, start at 948, c: 19
Node 0, start at 682, c: 7
Node 1, start at 498, c: 7
Node 2, start at 496, c: 7
Node 3, start at 144, c: 7
Node 4, start at 492, c: 7
Node 5, start at 789, c: 7
Node 6, start at 950, c: 7
Node 7, start at 910, c: 7
Node 8, start at 742, c: 7
Node 9, start at 10, c: 7
Node 10, start at 570, c: 7
Node 11, start at 137, c: 7
Node 12, start at 233, c: 7
Node 13, start at 277, c: 7
Node 14, start at 567, c: 7
Node 15, start at 536, c: 7
Node 16, start at 936, c: 7
Node 17, start at 309, c: 7
Node 18, start at 112, c: 7
Node 19, start at 359, c: 7
Node 20, start at 948, c: 7
Node 0, start at 213, c: 13
Node 1, start at 272, c: 5
Node 2, start at 659, c: 7
Node 3, start at 833, c: 5
Node 4, start at 202, c: 19
Node 5, start at 819, c: 7
Node 6, start at 939, c: 5
Node 7, start at 330, c: 19
Node 8, start at 17, c: 7
Node 9, start at 788, c: 19
Node 10, start at 707, c: 7
Node 11, start at 783, c: 5
Node 12, start at 952, c: 19
Node 13, start at 410, c: 5
Node 14, start at 320, c: 5
Node 15, start at 32, c: 5
Node 16, start at 862, c: 7
Node 17, start at 96, c: 7
Node 18, start at 435, c: 5
Node 19, start at 772, c: 3
Node 20, start at 913, c: 11
Node 0, start at 213, c: 3
Node 1, start at 272, c: 3
Node 2, start at 659, c: 3
Node 3, start at 833, c: 3
Node 4, start at 202, c: 3
Node 5, start at 819, c: 3
Node 6, start at 939, c: 3
Node 7, start at 330, c: 3
